Departamento,Mes,Monto
AMAZONAS,1,39558555.07
AMAZONAS,2,49685020.49
AMAZONAS,3,74937865.66
AMAZONAS,4,73201865.14999999
AMAZONAS,5,62659745.879999995
AMAZONAS,6,76771828.28999999
AMAZONAS,7,90593021.46
AMAZONAS,8,88033507.34
AMAZONAS,9,98350588.31
AMAZONAS,10,95100627.72
AMAZONAS,11,105621093.44
AMAZONAS,12,183772390.45
ANCASH,1,93056217.28000002
ANCASH,2,104843345.50999999
ANCASH,3,143899037.66
ANCASH,4,144944582.46
ANCASH,5,151404518.98
ANCASH,6,155316529.22
ANCASH,7,238690152.76999998
ANCASH,8,135911526.71
ANCASH,9,165339462.48000002
ANCASH,10,183281123.92000002
ANCASH,11,199054227.07999998
ANCASH,12,370229704.87
APURIMAC,1,52607317.32
APURIMAC,2,51685191.99
APURIMAC,3,86811811.32000001
APURIMAC,4,73607966.68
APURIMAC,5,89471138.07
APURIMAC,6,112344676.87
APURIMAC,7,98835103.17
APURIMAC,8,109593229.39
APURIMAC,9,98203574.98
APURIMAC,10,113757813.47999999
APURIMAC,11,138263116.99
APURIMAC,12,253766782.30999997
AREQUIPA,1,114818918.0
AREQUIPA,2,140004799.92
AREQUIPA,3,202786652.61
AREQUIPA,4,216870504.75
AREQUIPA,5,199747090.85
AREQUIPA,6,237477308.01999998
AREQUIPA,7,276043916.42
AREQUIPA,8,179845407.57
AREQUIPA,9,282160733.76
AREQUIPA,10,170320184.06
AREQUIPA,11,210035671.76000002
AREQUIPA,12,441174511.69000006
AYACUCHO,1,65430148.989999995
AYACUCHO,2,100534984.10000001
AYACUCHO,3,168554520.23000002
AYACUCHO,4,197469586.32999998
AYACUCHO,5,157753571.85
AYACUCHO,6,156155760.18
AYACUCHO,7,240619176.59000003
AYACUCHO,8,151303573.34
AYACUCHO,9,147265321.19000003
AYACUCHO,10,169545190.47
AYACUCHO,11,171692320.14000002
AYACUCHO,12,369995192.03
CAJAMARCA,1,105859260.61999999
CAJAMARCA,2,154020555.94
CAJAMARCA,3,175443687.38
CAJAMARCA,4,202208709.92999998
CAJAMARCA,5,194047520.78000003
CAJAMARCA,6,194502599.59
CAJAMARCA,7,270756808.08
CAJAMARCA,8,211442192.09
CAJAMARCA,9,222506195.11999997
CAJAMARCA,10,249873890.34
CAJAMARCA,11,283877226.34000003
CAJAMARCA,12,507362091.36
CUSCO,1,101042480.72
CUSCO,2,167537682.62999997
CUSCO,3,264729454.5
CUSCO,4,311597308.23
CUSCO,5,293251710.02
CUSCO,6,347221765.49
CUSCO,7,522801705.99
CUSCO,8,296068051.99
CUSCO,9,400603341.44
CUSCO,10,486259210.92999995
CUSCO,11,323105740.18
CUSCO,12,818818071.9
HUANCAVELICA,1,35645961.019999996
HUANCAVELICA,2,69327368.39
HUANCAVELICA,3,88736546.08
HUANCAVELICA,4,93804874.92
HUANCAVELICA,5,98589813.99999999
HUANCAVELICA,6,113962931.74000001
HUANCAVELICA,7,151335846.85999998
HUANCAVELICA,8,93274422.03
HUANCAVELICA,9,100166193.74000001
HUANCAVELICA,10,123019815.71999998
HUANCAVELICA,11,125432192.79
HUANCAVELICA,12,251545723.57
HUANUCO,1,56835514.39999999
HUANUCO,2,78631495.68
HUANUCO,3,121662774.27999999
HUANUCO,4,107629699.34
HUANUCO,5,108654339.92999999
HUANUCO,6,125241619.09
HUANUCO,7,159111304.76
HUANUCO,8,116750297.92000002
HUANUCO,9,133667147.89999999
HUANUCO,10,135151532.29
HUANUCO,11,153041665.08
HUANUCO,12,340563995.34000003
ICA,1,75822890.23
ICA,2,102397824.64
ICA,3,102437468.78
ICA,4,106426513.83
ICA,5,100690466.6
ICA,6,117206003.41
ICA,7,172794870.07999998
ICA,8,140145072.88
ICA,9,118304310.57999998
ICA,10,150769876.13
ICA,11,138033423.07
ICA,12,259209499.89000002
JUNIN,1,103905344.07
JUNIN,2,109667494.72
JUNIN,3,142094657.67000002
JUNIN,4,159182703.89000002
JUNIN,5,150882550.55
JUNIN,6,210556975.11
JUNIN,7,215327030.51999998
JUNIN,8,157637154.48000002
JUNIN,9,183137160.39
JUNIN,10,208377037.51000002
JUNIN,11,222672470.0
JUNIN,12,510000152.85
LA LIBERTAD,1,127626634.03
LA LIBERTAD,2,255119549.96
LA LIBERTAD,3,209239410.91
LA LIBERTAD,4,203227914.51
LA LIBERTAD,5,235275457.89000002
LA LIBERTAD,6,194160803.83999997
LA LIBERTAD,7,250262651.54000002
LA LIBERTAD,8,284053024.33
LA LIBERTAD,9,213650981.97
LA LIBERTAD,10,235994754.29
LA LIBERTAD,11,433547765.91999996
LA LIBERTAD,12,537653911.08
LAMBAYEQUE,1,84436322.91
LAMBAYEQUE,2,103543891.17000002
LAMBAYEQUE,3,133767218.53999999
LAMBAYEQUE,4,227560807.29999998
LAMBAYEQUE,5,168540529.26000002
LAMBAYEQUE,6,142633857.85999998
LAMBAYEQUE,7,180899047.48000002
LAMBAYEQUE,8,138151734.63
LAMBAYEQUE,9,139526913.48
LAMBAYEQUE,10,148161274.54000002
LAMBAYEQUE,11,158883404.28
LAMBAYEQUE,12,306086726.75
LIMA,1,4756720652.940001
LIMA,2,7309808682.99
LIMA,3,5991157477.7699995
LIMA,4,5877181962.09
LIMA,5,6526661786.51
LIMA,6,6588010352.030001
LIMA,7,7081868596.37
LIMA,8,7240362632.639999
LIMA,9,7067014091.63
LIMA,10,7403700194.83
LIMA,11,6706832497.91
LIMA,12,15329444261.72
LORETO,1,146432031.67000002
LORETO,2,126251965.97
LORETO,3,108566238.63
LORETO,4,141654870.96
LORETO,5,145674630.79000002
LORETO,6,144230551.07
LORETO,7,160615254.87
LORETO,8,159136481.99
LORETO,9,188525927.82000002
LORETO,10,167698720.82999998
LORETO,11,201783891.97
LORETO,12,271323310.8
MADRE DE DIOS,1,11851969.98
MADRE DE DIOS,2,17568435.52
MADRE DE DIOS,3,18660094.14
MADRE DE DIOS,4,22793776.9
MADRE DE DIOS,5,22556675.529999997
MADRE DE DIOS,6,30555782.98
MADRE DE DIOS,7,34888890.1
MADRE DE DIOS,8,30437044.76
MADRE DE DIOS,9,33947322.33
MADRE DE DIOS,10,32784057.13
MADRE DE DIOS,11,29762249.61
MADRE DE DIOS,12,77112945.23
MOQUEGUA,1,20611330.94
MOQUEGUA,2,28449918.5
MOQUEGUA,3,41572942.489999995
MOQUEGUA,4,46349490.44
MOQUEGUA,5,53361629.339999996
MOQUEGUA,6,56338734.62
MOQUEGUA,7,78844593.47999999
MOQUEGUA,8,64601119.41
MOQUEGUA,9,67294849.86999999
MOQUEGUA,10,62257614.75
MOQUEGUA,11,73236352.24000001
MOQUEGUA,12,150673030.51999998
PASCO,1,21744978.07
PASCO,2,29711508.39
PASCO,3,41719107.32
PASCO,4,48491303.04
PASCO,5,85061322.05
PASCO,6,54906089.199999996
PASCO,7,84254451.55
PASCO,8,59878179.690000005
PASCO,9,61370717.160000004
PASCO,10,102064253.71000001
PASCO,11,62257252.22
PASCO,12,199192198.03
PIURA,1,132615528.74000001
PIURA,2,174669976.60999998
PIURA,3,238253379.39
PIURA,4,223492150.31
PIURA,5,229077775.37
PIURA,6,222131961.14
PIURA,7,263321542.19
PIURA,8,225342370.57
PIURA,9,235775626.89000002
PIURA,10,262731477.93
PIURA,11,256890322.66
PIURA,12,592271148.24
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,185691013.56
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,320358747.15
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,328407629.68
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,337596145.33000004
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,330034616.39
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,407706552.51
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,411471142.78
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,273171861.92
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,350814407.27
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,289245362.95
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,405600194.85999995
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,1055534091.57
PUNO,1,95581397.64
PUNO,2,142669904.64
PUNO,3,149247576.84
PUNO,4,163867256.14000002
PUNO,5,175537496.77999997
PUNO,6,185384844.7
PUNO,7,244495815.2
PUNO,8,169353587.59
PUNO,9,205907318.14000002
PUNO,10,232645274.23000002
PUNO,11,229846986.47000003
PUNO,12,500846333.90999997
SAN MARTIN,1,71369636.88
SAN MARTIN,2,89462701.56
SAN MARTIN,3,118966921.41
SAN MARTIN,4,168745343.10999998
SAN MARTIN,5,105936154.65
SAN MARTIN,6,125950703.77000001
SAN MARTIN,7,181128317.67000002
SAN MARTIN,8,189064294.85
SAN MARTIN,9,184596080.99
SAN MARTIN,10,192792547.23000002
SAN MARTIN,11,240047596.29
SAN MARTIN,12,394909564.64
TACNA,1,35717585.39
TACNA,2,43157640.3
TACNA,3,65755129.2
TACNA,4,58754860.050000004
TACNA,5,70510776.5
TACNA,6,64943077.46
TACNA,7,100873321.17999999
TACNA,8,70781316.11
TACNA,9,94908312.96000001
TACNA,10,77717827.94
TACNA,11,97746659.59
TACNA,12,136542849.14000002
TUMBES,1,32593277.349999998
TUMBES,2,43555740.529999994
TUMBES,3,54345684.89
TUMBES,4,48027047.57
TUMBES,5,60331311.99
TUMBES,6,58139745.45999999
TUMBES,7,59137729.42
TUMBES,8,60154357.56
TUMBES,9,62568225.940000005
TUMBES,10,67338841.14
TUMBES,11,65618239.82
TUMBES,12,152842041.83999997
UCAYALI,1,42072271.010000005
UCAYALI,2,63066409.89
UCAYALI,3,93687666.82000001
UCAYALI,4,72598769.63
UCAYALI,5,91014358.06
UCAYALI,6,95579777.73
UCAYALI,7,96670063.77
UCAYALI,8,69722855.62
UCAYALI,9,77231295.24
UCAYALI,10,82336620.03999999
UCAYALI,11,86226455.64
UCAYALI,12,168354527.85000002
